line_1,line_2,line_3,source
children voices,from under the grass,concrete bunker,tempslibre
white mountains,as quick as it can,train passes by,tempslibre
campfire ~,steaming pot,and shoes,tempslibre
raking the leaves ~,wind blows,the wrong way,tempslibre
hot beach sand...,between my fingers,a cigarette butt,tempslibre
between the second,and the third line -,short trip to bathroom,tempslibre
dentist's office -,cracks between tiles,filled with dirt,tempslibre
after a cold night,a cup of coffee -,"oh, man!",tempslibre
Xmas away from home -,B-52 pilot,dressed as Santa,tempslibre
hedgehog in the fog,looking for apples,under the wrong tree,tempslibre
autumn deepens—,a fish slides down,the cormorant’s throat,tempslibre
autumn deepens—,a fish slides down,the cormorant’s throat,tempslibre
milky scent,of the calf’s breath—,morning moon,tempslibre
feathers in the fire . . .,a cardinal’s song,between thunderclaps ,tempslibre
late frost,warmth of the tea mug,against my cheek,tempslibre
library return,her hand's warmth,lingers in the book,tempslibre
cloudless sky,the gleam of fresh lemons,in a blue bowl,tempslibre
rotten apples,we let the storm,pick them,tempslibre
end of summer,we no longer know,what sleeps in the barn,tempslibre
after the postman --,nothing in the mailbox,except a lizard,tempslibre
November afternoon,the insistent bell,of an ice cream vendor,tempslibre
van gogh's blue irises,"hangs on a wall, with",other gardens,tempslibre
things come and go <>,raindrops,on the pine,tempslibre
my stone Buddha,sits in the dark <>,"snow, snow, snow",tempslibre
midday heat,under the shade tree,an empty chair,tempslibre
A lull in the storm --,the woodpecker darts,to another tree.,tempslibre
The thyme,has gone to seed --,summer's end.,tempslibre
cherry petals,flying higher and higher -,storm in my valley,tempslibre
a cup of tea,and a koan to go -,my cold morning,tempslibre
severe frost -,the sparkling whiteness,of my brown roof,tempslibre
autumn deepens -,I wonder what my neighbour,is writing today ?!,tempslibre
voices of autumn -,the patter of raindrops,on my rooftiles,tempslibre
first cicada -,the hot day seems,even hotter,tempslibre
red poppy dolls,sit alone by the beach -,dead children of Tohoku ,tempslibre
politicians play,the same old games -,long rainy season,tempslibre
earthquake night -,the stars are as silent,as ever,tempslibre
table 4 2,- a romance reduced,to numbers,tempslibre
cold sunshine -,the icicles refuse,to melt,tempslibre
cold night -,the deeper levels of dreams,and fears,tempslibre
when celsius,and farenheit meet -,cold night,tempslibre
New Year's morning -,I wipe some dirt,from my glasses,tempslibre
blizzard -,the heavy weight,of snowflakes,tempslibre
menopause -,she even quarrels with,the autumn moon,tempslibre
fighting,the summer heat -,no time for poetry,tempslibre
the future,deep in the tea leaves ...,spring growth,tempslibre
first firefly -,the moon also shows,his face,tempslibre
wisteria blossoms . . .,the faint memories,of grandmother's lace ,tempslibre
daybreak - - ,light and shadow ,on the apricot blossoms,tempslibre
how black !,dirt on the last patch,of snow,tempslibre
rainy day -,I finally finished,the Spring Saijiki,tempslibre
computer crash ...,I wish I were,this butterfly,tempslibre
my daily bread,on the empty table ...,spring equinox,tempslibre
old plum tree in bossom ...,last year the old owner,died,tempslibre
moonlight,on the temple roof -,and silence,tempslibre
autumn equinox -,all the crows celebrating,with grave offerings,tempslibre
the dance of,echoes inside a crypt . . .,winter chill,tempslibre
dinner outside ...,the crumbs walk along,the brick wall,tempslibre
a tiny world,unfolds and thrives -,summer rain,tempslibre
the backyard,of a poor man's home ...,summer heat,tempslibre
more rain -,lavender leans,on the stone Buddha,tempslibre
no fireflies ...,moonlight reflects,on camellia leaves,tempslibre
first firefly ...,a quiet night and then,lightning,tempslibre
powlonia blossoms -,a haiku floating,in the sky,tempslibre
a centipede,takes its morning walk ...,"aah, my kitchen table",tempslibre
"winter,s end ...",my warm socks,with big holes,tempslibre
spring sunshine,on the cat's belly ...,mountain hermitage,tempslibre
late snow ..,a pheasant calls,in the morning mist,tempslibre
Ides of March ...,anyone remembers,the history teacher?,tempslibre
spring blossoms ...,the old farmer,coughs blood,tempslibre
winter sunset -,half of my Buddha,still in the light,tempslibre
remembering you -,the sparkle of the last,icicle,tempslibre
first sunrise -,a fallen camellia,shines on my path,tempslibre
winter sunshine -,the slow growth of a stone's,shadow,tempslibre
autumn equinox ...,the murmur of waves,slowly changes,tempslibre
high autumn sky ...,in the world of men,voices of insects,tempslibre
autumn deepens ...,these tiny pink flowers,on my wildest weeds,tempslibre
in the shade,of the full moon ...,distant fireworks,tempslibre
summer heat ...,the cats sleep,on the barbeque,tempslibre
looking for fireflies ...,I almost miss,the dramatic night sky,tempslibre
meditating,on a rainy day ...,new green tea,tempslibre
morning prayers -,the graves of the ancestors,in deep silence,tempslibre
day moon <>,the clock has stopped,ticking,tempslibre
autumn evening -,the lingering warmth,of this old deck chair,tempslibre
autumn colors <>,I remember mother's,favorite quilt,tempslibre
summer's end -,my cat still high,on the hot tin roof,tempslibre
autumn with alzheimer -,she breaks the bread,.. ... .. carefully,tempslibre
globalization -,he serves the sushi fish,on french bread,tempslibre
lightning,far away in the sky -,first firefly,tempslibre
summer in the temple -,the horns of the dragon,just visible,tempslibre
may rain <>,ever more sparkling,shades of green,tempslibre
Confucius <>,another long path,to the old pond,tempslibre
late spring -,the old kettle,still shines,tempslibre
war in Iraq -,a spider hides,in the cherry blossom,tempslibre
blue mountains -,the old tombstone,keeps watch,tempslibre
spring storm <>-,the tall pine leans,toward the short,tempslibre
rosebuds in snow -,the softness of his hand,on my shoulder,tempslibre
spring storm <>,the wind rings our,visitor's bell,tempslibre
mandarin ducks -,a silent pair on,the dinner table,tempslibre
winter in town --,the stone memorial of the,God of Water,tempslibre
winter morning <>,a few dewdrops on,my last rose,tempslibre
winter sunshine -,the many shadows of,a small camellia,tempslibre
wedding anniversary  <>,does he still love me,like the red winter berries ?,tempslibre
cold winter day -,hot tea from Kenya,in my cup,tempslibre
mountain temple -,a prayer overgrown,with moss,tempslibre
autumn deepens  <>,a last sunray,on the pines,tempslibre
misty morning -,a black and white world,behind the graves,tempslibre
doing the dishes -,a tiny soap bubble rises,toward heaven,tempslibre
summer sunset <>,your hand heavy,on my knee,tempslibre
snow on red leaves <>,so many coincidences,in my life,tempslibre
the dragon <>,now a cloud,in my sky,tempslibre
listening,to an incense stick <>,autumn draws deeper,tempslibre
autumn deepens <>,memories fade into,misty clouds,tempslibre
autumn deepens <>,the crows chatter muffled,by thick fog,tempslibre
just staring,at some autumn clouds <>,a hot cup of tea,tempslibre
lunchtime <>,a dead cicada,surrounded by ants,tempslibre
fragrant daphne <>,the money collector stops,before he knocks,tempslibre
hailstorm <>,under the groaning roof,I hold my breath,tempslibre
an old temple,amongst cedar trees,too many leaves fallen...,tempslibre
forgetting my words,step by step,the autumn night deepens,tempslibre
a mosquito,aiming noisily <>,the sound of one hand,tempslibre
watching summer clouds,thoughts shaping and,reshaping,tempslibre
fine shell new moon,onto cherry pink horizon...,shades of easter egg,tempslibre
alzheimer’s,white white white,snow falls,tempslibre
Pomegranate jam,the wild smell,of autumn,tempslibre
mending,the broken fence,summer spider,tempslibre
summer butterflies,dance past,cars at red light,tempslibre
corner of dark street,shadow of ,ice cream truck,tempslibre
highway drive,crescent moon fading,into dark,tempslibre
summer morning,kiss bridges the gap ,between iron bars ,tempslibre
in the mirror,the stranger coughs,morning fog,tempslibre
after midnight,squashed roach,still moving,tempslibre
childhood scrapbook,the life expectancy,of Scotch tape ,tempslibre
frost moon,I tell my daughter,the truth,tempslibre
restless night,the morning starts,without me,tempslibre
black friday,two crows tear,at a plastic bag,tempslibre
tan lines,and coconut oil,high tide,tempslibre
antique store window,looking at dirty street snow,through colored bottles,tempslibre
cold attic -,faded cigar box,filled with seashells,tempslibre
windless day,the prolific weeds,at the grave site,tempslibre
egret stands,"in the blue rice field,",dusk creeps in,tempslibre
long centipede,on the ceiling- long talks,of what to do,tempslibre
white clouds drift,"in the August sky,",a child dreams,tempslibre
Eating alone --,The sound of cold milk,Into a glass.,tempslibre
tying a knot,in the grass blade,midsummer,tempslibre
a dead key,on the grand piano,winter darkness,tempslibre
old sandbox,the weeds,all grown up,tempslibre
bright and full,above the fields,coyote song ,tempslibre
beer bottles,clink in the cooler,summer solstice,tempslibre
watching the deer,watch me,morning moon,tempslibre
blossom rain...,the way she laughs,at all my jokes ,tempslibre
the moon,almost empty,winter rain,tempslibre
the scarecrow,covered in crows,widow's farm,tempslibre
under the arches,an orchestra of beer cans,left in the rain,tempslibre
blue light dawn,footprints in the snow,leading nowhere,tempslibre
lake mist,the gentle lap,of my dying cat,tempslibre
lightning strike,the fizz and crackle,of our first kiss,tempslibre
morning shave,pulling my face,into dad's face ,tempslibre
grey powder,drifting from the chisel,my name in dust,tempslibre
misted air,mother stirs autumn,into jam,tempslibre
night in the nail bar,at the end of each finger,the sun moon and stars,tempslibre
licking the back,of a postage stamp,the queen’s blushes,tempslibre
old engine,the cough and splutter,of morning,tempslibre
tea ceremony,our hands across the table,their minors tremors,tempslibre
caught in the rock pool,the broken skeleton,of a lobster pot,tempslibre
day trip,the child’s excitement,at the foodbank,tempslibre
fading reminder ,of that hard winter’s moon,the scar on her breast,tempslibre
dawn fishing ,the ebb of starlight,in a bucket,tempslibre
reading headstones,murmured conversations,with echoes,tempslibre
morning commute,each day I face the world,with a new mask,tempslibre
last train home,a trail of echoes,leading underground,tempslibre
archipelagos,the marks along his arms,no one talks about,tempslibre
misted air ,mother stirs autumn,into jam,tempslibre
state lockdown,resisting the tyranny,of cupcakes,tempslibre
lockdown,sometimes the old teapot,seems heavier,tempslibre
snuffed candle smoke,the shades of family ghosts,filling photographs ,tempslibre
abandoned church,a whisper of wings,from the shadows,tempslibre
lost in the crowd,the emptiness,in a beggar's bowl,tempslibre
summer’s end,a marsh heron lifts,into dusk,tempslibre
history repeats,the old station clock,aligns its hands,tempslibre
night train,I travel alone,with the crowd,tempslibre
funeral morning ,my battle-scarred tomcat,brings me a purr,tempslibre
another noon,still standing,in my father’s shadow,tempslibre
chrysalis,in dawn’s blue light,a body bag,tempslibre
lighting cigarettes,from each other's cigarettes,the slow setting sun ,tempslibre
hailstones,against the windscreen,our silence,tempslibre
small white butterflies ,she starts to think,it might be too late,tempslibre
sunlight,on grandfather’s whiskers,we close the lid,tempslibre
in the rest home lounge ,the quiet piano,its line of cracked keys,tempslibre
